Date,Close
8/25/2021 16:00:00,43.24
8/26/2021 16:00:00,43.02
8/27/2021 16:00:00,43.91
8/30/2021 16:00:00,43.44
8/31/2021 16:00:00,44.61
9/1/2021 16:00:00,44.12
9/2/2021 16:00:00,44.01
9/3/2021 16:00:00,43.13
9/7/2021 16:00:00,44.93
9/8/2021 16:00:00,43.94
9/9/2021 16:00:00,43.67
9/10/2021 16:00:00,41.84
9/13/2021 16:00:00,42.89
9/14/2021 16:00:00,38.71
9/15/2021 16:00:00,38.05
9/16/2021 16:00:00,37.52
9/17/2021 16:00:00,38.17
9/20/2021 16:00:00,37.69
9/21/2021 16:00:00,35.59
9/22/2021 16:00:00,36.12
9/23/2021 16:00:00,37.28
9/24/2021 16:00:00,36.9
9/27/2021 16:00:00,37.9
9/28/2021 16:00:00,37.3
9/29/2021 16:00:00,36.4
9/30/2021 16:00:00,36.6
10/1/2021 16:00:00,38.18
10/4/2021 16:00:00,36.91
10/5/2021 16:00:00,37.47
10/6/2021 16:00:00,36.75
10/7/2021 16:00:00,37.12
10/8/2021 16:00:00,38.22
10/11/2021 16:00:00,39.09
10/12/2021 16:00:00,40.23
10/13/2021 16:00:00,40.05
10/14/2021 16:00:00,40.37
10/15/2021 16:00:00,40.1
10/18/2021 16:00:00,40.04
10/19/2021 16:00:00,40.3
10/20/2021 16:00:00,39.52
10/21/2021 16:00:00,38.77
10/22/2021 16:00:00,38
10/25/2021 16:00:00,37.99
10/26/2021 16:00:00,39.03
10/27/2021 16:00:00,40.3
10/28/2021 16:00:00,39.74
10/29/2021 16:00:00,38.81
11/1/2021 16:00:00,41.02
11/2/2021 16:00:00,40.7
11/3/2021 16:00:00,41.08
11/4/2021 16:00:00,39.74
11/5/2021 16:00:00,42.64
11/8/2021 16:00:00,41.57
11/9/2021 16:00:00,41.08
11/10/2021 16:00:00,40.04
11/11/2021 16:00:00,39.5
11/12/2021 16:00:00,39.7
11/15/2021 16:00:00,41.34
11/16/2021 16:00:00,40.64
11/17/2021 16:00:00,39.29
11/18/2021 16:00:00,38.55
11/19/2021 16:00:00,38.26
11/22/2021 16:00:00,40.63
11/23/2021 16:00:00,39.81
11/24/2021 16:00:00,40.01
11/26/2021 13:00:00,37.87
11/29/2021 16:00:00,37.26
11/30/2021 16:00:00,35.62
12/1/2021 16:00:00,33.98
12/2/2021 16:00:00,35.59
12/3/2021 16:00:00,34.28
12/6/2021 16:00:00,36.74
12/7/2021 16:00:00,37.07
12/8/2021 16:00:00,38.71
12/9/2021 16:00:00,38.11
12/10/2021 16:00:00,37.66
12/13/2021 16:00:00,36.93
12/14/2021 16:00:00,36.37
12/15/2021 16:00:00,36.01
12/16/2021 16:00:00,35.11
12/17/2021 16:00:00,35.44
12/20/2021 16:00:00,34.15
12/21/2021 16:00:00,37.02
12/22/2021 16:00:00,37.03
12/23/2021 16:00:00,38.59
12/27/2021 16:00:00,37.87
12/28/2021 16:00:00,37.65
12/29/2021 16:00:00,37.19
12/30/2021 16:00:00,37.68
12/31/2021 16:00:00,37.64
